id;budget;genres;imdb_id;original_language;original_title;overview;popularity;production_companies;production_countries;release_date;revenue;runtime;spoken_languages;status;tagline;title;vote_average;vote_count;production_companies_number;production_countries_number;spoken_languages_number
1073;21500000;Drama|Thriller|Mystery;tt0137363;en;Arlington Road;Threats from sinister foreign nationals aren't the only thing to fear. Bedraggled college professor Michael Faraday has been vexed (and increasingly paranoid) since his wife's accidental death in a botched FBI operation. But all that takes a backseat when a seemingly all-American couple set up house next door.;1.441021;Lakeshore Entertainment;United States of America;19/03/1999;0;117;English;Released;Your Paranoia Is Real.;Arlington Road;7.0;220;5;1;1
1075;0;Comedy|Romance;tt0118843;sr;Crna mačka, beli mačor;Matko is a small time hustler, living by the Danube with his 17 year old son Zare. After a failed business deal he owes money to the much more successful gangster Dadan. Dadan has a sister, Afrodita, that he desperately wants to see get married so they strike a deal: Zare is to marry her.;0.723833;Ciby 2000;Romania;01/06/1998;0;127;Srpski;Released;;Black Cat, White Cat;7.7;150;1;5;1
1088;8000000;Drama|Family;tt0298228;en;Whale Rider;On the east coast of New Zealand, the Whangara people believe their presence there dates back a thousand years or more to a single ancestor, Paikea, who escaped death when his canoe capsized by riding to shore on the back of a whale. From then on, Whangara chiefs, always the first-born, always male, have been considered Paikea's direct descendants. Pai, an 11-year-old girl in a patriarchal New Zealand tribe, believes she is destined to be the new chief. But her grandfather Koro is bound by tradition to pick a male leader. Pai loves Koro more than anyone in the world, but she must fight him and a thousand years of tradition to fulfill her destiny.;0.941307;South Pacific Pictures;New Zealand;30/01/2003;41400000;101;English;Released;;Whale Rider;7.1;103;1;1;2
1089;24000000;Action|Thriller|Crime;tt0102685;en;Point Break;In the coastal town of Los Angeles, a gang of bank robbers call themselves The Ex-Presidents commit their crimes while wearing masks of Reagan, Carter, Nixon and Johnson. The F.B.I. believes that the members of the gang could be surfers and send young agent Johnny Utah undercover at the beach to mix with the surfers and gather information.;2.278413;20th Century Fox;United States of America;12/07/1991;83531958;120;English;Released;Twenty-seven banks in three years. Anything to catch the perfect wave.;Point Break;6.9;769;3;1;1
1090;16000000;Thriller|Science Fiction|Mystery;tt0139809;en;The Thirteenth Floor;Computer scientist Hannon Fuller has discovered something extremely important. He's about to tell the discovery to his colleague, Douglas Hall, but knowing someone is after him, the old man leaves a letter in his computer generated parallel world that's just like the 30's with seemingly real people with real emotions.;2.997341;Columbia Pictures;United States of America;16/04/1999;18564088;100;English;Released;Question reality. You can go there even though it doesn't exist.;The Thirteenth Floor;6.7;348;2;1;1
1091;15000000;Horror|Mystery|Science Fiction;tt0084787;en;The Thing;Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills.;5.691699;Universal Pictures;United States of America;25/06/1982;19629760;109;English;Released;Man is The Warmest Place to Hide.;The Thing;7.8;1455;2;1;2
1092;0;Thriller|Mystery;tt0041959;en;The Third Man;"Set in postwar Vienna, Austria, ""The Third Man"" stars Joseph Cotten as Holly Martins, a writer of pulp Westerns, who arrives penniless as a guest of his childhood chum Harry Lime, only to find him dead. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Maj. Calloway and falling head-over-heels for Harry's grief-stricken lover, Anna.";2.554627;London Film Productions;United Kingdom;31/08/1949;596349;104;English;Released;Hunted by men ... Sought by WOMEN!;The Third Man;7.9;387;3;1;3
1093;0;Drama|Thriller|Crime;tt0051378;fr;Ascenseur pour l'échafaud;The feature-film debut of famed director Louis Malle is an interesting, modern film noir with the classic theme of lovers plotting to kill the husband and make it look like suicide (reminiscent of The Postman Always Rings Twice). Jeanne Moreau gives an astonishing performance, perverse but naive as she leads her young lover down a path that can only lead to doom for both of them.;1.442167;Nouvelles Éditions de Film;France;29/01/1958;263404;88;Deutsch;Released;Frantic for life and love - Frantic for excitement;Elevator to the Gallows;7.6;68;1;1;2
1103;6000000;Science Fiction|Action;tt0082340;en;Escape from New York;In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.;2.413508;AVCO Embassy Pictures;United States of America;22/05/1981;50244700;99;English;Released;1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.;Escape from New York;6.9;660;4;2;1
1114;0;Documentary|Drama;tt0373861;mn;Die Geschichte vom weinenden Kamel;When a Mongolian nomadic family's newest camel colt is rejected by its mother, a musician is needed for a ritual to change her mind.;0.130945;Hochschule für Fernsehen und Film (HFF);Mongolia;29/06/2003;0;91;;Released;;The Weeping Camel;7.9;41;1;1;1
1115;0;Drama;tt0419773;de;Gespenster;Nina, an end-of-teenage orphan with mental problems, starts a new job as a garden cleaner when she meets Toni. They fell in love with each other, but soon Toni starts betraying Nina. In the meantime, Francoise is picked up at a psychic department of a Berlin hospital by her husband, Pierre. After seeing Nina, Francoise believes that she has found her kidnapped daughter Marie, but neither Toni nor Pierre believe her. Nina is unsure about what to think...;0.410113;none;Germany;15/09/2005;0;85;Français;Released;;Ghosts;7.3;5;0;1;2
1116;6500000;Drama|History|War;tt0460989;en;The Wind That Shakes the Barley;Set during the 1920’s Irish revolution against the British, an Irish medical student is about to start his new job in London – but after he witnesses the mercenary atrocities of the British, he decides to join his brother in the IRA to fight for Irish independence.;1.627874;BIM Distribuzione;Ireland;18/05/2006;22889018;124;English;Released;Winner of the PALME D'OR at the 2006 Cannes Film Festival.;The Wind That Shakes the Barley;7.0;144;16;8;3
1123;0;Action|Drama|Thriller;tt0437232;en;Catch a Fire;The true story of anti-apartheid activists in South Africa, and particularly the life of Patrick Chamusso, a timid foreman at Secunda CTL, the largest synthetic fuel plant in the world. Patrick is wrongly accused, imprisoned and tortured for an attempt to bomb the plant, with the injustice transforming the apolitical worker into a radicalised insurgent, who then carries out his own successful sabotage mission.;1.277852;Mirage Enterprises;France;27/10/2006;4291965;101;Afrikaans;Released;The spark that ignites us, unites us.;Catch a Fire;6.4;23;3;4;3
1124;40000000;Drama|Mystery|Thriller;tt0482571;en;The Prestige;A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.;7.54731;Touchstone Pictures;United States of America;19/10/2006;109676311;130;English;Released;Are You Watching Closely?;The Prestige;7.9;3974;2;1;1
1125;70000000;Drama;tt0443489;en;Dreamgirls;Three young women – Deena Jones, Effie White and Lorrell Robinson – dream of becoming pop stars and they get their wish when they're chosen to be backup singers for the legendary James 'Thunder' Early.;0.929797;Paramount Pictures;United States of America;25/12/2006;154937680;134;English;Released;One Dream Will Change Everything;Dreamgirls;6.5;250;3;1;1
1126;0;Drama|Thriller;tt0385017;en;In My Father's Den;Paul (Macfadyen), a prize-winning war journalist, returns to his remote New Zealand hometown due to the death of his father, battle-scarred and world-weary. For the discontented sixteen-year-old Celia (Barclay) he opens up a world she has only dreamed of. She actively pursues a friendship with him, fascinated by his cynicism and experience of the world beyond her small-town existence. But many, including the members of both their families (Otto, Moy), frown upon the friendship and when Celia goes missing, Paul becomes the increasingly loathed and persecuted prime suspect in her disappearance. As the violent and urgent truth gradually emerges, Paul is forced to confront the family tragedy and betrayal that he ran from as a youth, and to face the grievous consequences of silence and secrecy that has surrounded his entire adult life.;1.396735;IFMD Ltd.;New Zealand;11/06/2004;0;126;English;Released;;In My Father's Den;7.4;25;2;1;1
1127;0;Drama;tt0434292;es;Princesas;Set in Spain, the story is about friendship and love in the world of prostitution.;0.652494;Reposado Producciones;Spain;02/09/2005;0;113;Español;Released;;Princesses;7.0;21;4;1;1
1162;500000;Drama;tt0056241;en;The Miracle Worker;The true story of the frightening, lonely world of silence and darkness of 7-year-old Helen Keller who, since infancy, has never seen the sky, heard her mother's voice or expressed her innermost feelings. Then Annie Sullivan, a 20-year-old teacher from Boston, arrives. Having just recently regained her own sight, the no-nonsense Annie reaches out to Helen through the power of touch, the only tool they have in common, and leads her bold pupil on a miraculous journey from fear and isolation to happiness and light.;0.790437;Playfilm Productions;United States of America;22/05/1962;2500000;106;English;Released;An emotional earthquake!;The Miracle Worker;7.5;58;1;1;1
1163;0;Drama|TV Movie;tt0246786;en;The Miracle Worker;Devoted teacher Anne Sullivan (Alison Elliott) leads deaf, blind and mute Helen Keller (Hallie Kate Eisenberg) out of solitude and helps integrate her into the world.;0.220534;Walt Disney Television;United States of America;12/11/2000;0;95;English;Released;;The Miracle Worker;4.1;4;1;1;1
1164;25000000;Drama;tt0449467;en;Babel;Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.;2.824886;Paramount Vantage;France;08/09/2006;135330182;143;العربية;Released;If You Want to be Understood...Listen;Babel;6.9;977;4;4;6
1165;15000000;Drama;tt0436697;en;The Queen;The Queen is an intimate behind the scenes glimpse at the interaction between HM Elizabeth II and Prime Minister Tony Blair during their struggle, following the death of Diana, to reach a compromise between what was a private tragedy for the Royal family and the public's demand for an overt display of mourning.;2.689635;BIM Distribuzione;France;15/09/2006;123384128;103;Deutsch;Released;Our Leaders. Ourselves.;The Queen;6.8;305;8;4;3
